name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
kolkata,15-10-2022,32.6,26,29.1,37.4,26,32.8,23.8,74.6,0,0,0,rain,0,0,16.9,13,31.6,1009.1,41.5,3.8,236.9,20.6,8,30,2022-10-15T05:32:50,2022-10-15T17:11:36,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,16-10-2022,33,25.6,28.8,36.4,25.6,31.3,22.1,68.3,0,0,0,,0,0,18.4,22.3,352.8,1010.7,15.1,3.8,249.6,21.5,9,10,2022-10-16T05:33:14,2022-10-16T17:10:45,0.7,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,17-10-2022,32.3,25,28.2,35.8,25,29.9,21.3,66.8,0,0,0,,0,0,18.7,18.4,348.7,1010.7,13.9,4,248.5,21.4,9,10,2022-10-17T05:33:39,2022-10-17T17:09:55,0.74,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,18-10-2022,32,25,28.3,37.9,25,31,22.8,72.8,0,0,0,,0,0,17.6,18.4,8,1010.1,39.9,3.4,246.5,21.3,8,10,2022-10-18T05:34:04,2022-10-18T17:09:06,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,19-10-2022,30,26,27.6,33.8,26,30,22.6,74.3,1.771,100,4.17,rain,0,0,19.4,18.4,13.3,1010.4,61.4,3.2,221.8,19.1,9,10,2022-10-19T05:34:30,2022-10-19T17:08:17,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,20-10-2022,32,24,27.8,35.5,24,29.4,21.7,70.6,0,0,0,,0,0,26.3,24.1,354.5,1011.5,17.3,3.5,247,21.3,9,10,2022-10-20T05:34:56,2022-10-20T17:07:29,0.88,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,21-10-2022,32,23,27.9,36.8,23,30.1,21.8,70.6,0,0,0,,0,0,27,20.5,352.2,1012.3,12.5,3.4,248.3,21.4,9,10,2022-10-21T05:35:22,2022-10-21T17:06:43,0.92,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,22-10-2022,33,24,28.3,37,24,30.7,22.2,70.3,0,0,0,,0,0,31.7,18.4,352.6,1011.9,14.9,3.8,244.3,21.2,8,10,2022-10-22T05:35:49,2022-10-22T17:05:57,0.96,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,23-10-2022,29.8,24,26.9,34.3,24,29.1,22.8,78.1,0.02,100,4.17,rain,0,0,32.8,14.8,24.7,1009.9,74.7,3.5,131.1,11.4,8,10,2022-10-23T05:36:17,2022-10-23T17:05:11,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,24-10-2022,26,21,23.3,26,21,23.3,21.3,88.5,2.015,100,20.83,rain,0,0,46.8,27.7,13.1,1003.4,98.8,3.2,18.3,1.6,1,10,2022-10-24T05:36:44,2022-10-24T17:04:27,1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,25-10-2022,30.1,22,25.4,32.8,22,26.2,20.8,76.7,0,0,0,,0,0,37.8,18.4,231.5,1008.2,56,4.1,237,20.4,8,10,2022-10-25T05:37:13,2022-10-25T17:03:44,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,26-10-2022,31.8,23,27,35.2,23,28.4,21.7,74.2,0,0,0,,0,0,17.3,9.4,148.2,1012.2,38.7,3.7,237.6,20.6,8,10,2022-10-26T05:37:42,2022-10-26T17:03:01,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,27-10-2022,31.6,24.9,27.4,34.1,24.9,28.6,21.3,70.9,0,0,0,,0,0,20.2,14.8,353.1,1011.8,41.7,3.3,242,20.9,8,10,2022-10-27T05:38:11,2022-10-27T17:02:20,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,28-10-2022,30,22.4,26.4,31.9,22.4,26.9,19.3,66.7,0,0,0,,0,0,23,18.4,351.6,1011.2,44.3,3.3,241.7,20.8,8,10,2022-10-28T05:38:41,2022-10-28T17:01:40,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,29-10-2022,30,20.5,25.5,30.8,20.5,26.1,18.5,66.2,0,0,0,,0,0,20.2,14.8,323.1,1011,36.1,3.6,243,21,8,10,2022-10-29T05:39:12,2022-10-29T17:01:00,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,30-10-2022,31,20.9,26.2,31.9,20.9,26.9,19.5,67.8,0,0,0,,0,0,17.6,13,349.8,1011.1,14.5,3.7,238.4,20.6,8,10,2022-10-30T05:39:43,2022-10-30T17:00:22,0.15,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,31-10-2022,31,22.6,27.1,32.4,22.6,27.7,19.5,64.9,0,0,0,,0,0,18,13,321.1,1011.4,29.6,3.8,227.7,19.4,8,10,2022-10-31T05:40:14,2022-10-31T16:59:45,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,01-11-2022,32,23,27.5,34.9,23,28.7,20.2,65.6,0,0,0,,0,0,19.1,18.4,343.6,1011.9,10.7,3.7,229,19.7,8,10,2022-11-01T05:40:46,2022-11-01T16:59:09,0.26,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,02-11-2022,31.1,23.9,27.4,32.4,23.9,27.9,18.8,60.6,0,0,0,,0,0,19.4,14.8,336.7,1010.8,14,4,228.4,19.7,8,10,2022-11-02T05:41:19,2022-11-02T16:58:34,0.32,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,03-11-2022,29.4,22.5,25.7,29.5,22.5,25.8,17.6,62.2,0,0,0,,0,0,15.5,11.2,335,1011.1,55.3,3.5,207.4,17.8,7,10,2022-11-03T05:41:51,2022-11-03T16:58:00,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,04-11-2022,31,21.6,25.9,31.9,21.6,26.4,18.8,66.4,0,0,0,,0,0,15.8,14.8,313.8,1012.4,10.2,3.2,233.3,20.1,8,10,2022-11-04T05:42:25,2022-11-04T16:57:27,0.42,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,05-11-2022,30.3,21.3,26,31.3,21.3,26.5,19.3,68.5,0,0,0,,0,0,14.8,16.6,344.5,1013.7,24.7,3.4,232.6,20.1,8,10,2022-11-05T05:42:59,2022-11-05T16:56:56,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,06-11-2022,30,22.3,26.2,31.3,22.3,26.6,19.2,66.9,0,0,0,,0,0,14.8,11.2,325.4,1013.8,42.2,3.3,230.7,20,8,10,2022-11-06T05:43:33,2022-11-06T16:56:26,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,07-11-2022,30,21.7,25.9,31.3,21.7,26.4,19.3,68.6,0,0,0,,0,0,10.8,9.4,304.1,1013.4,27.3,3,228,19.6,8,10,2022-11-07T05:44:08,2022-11-07T16:55:57,0.49,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,08-11-2022,31,22.5,26.3,32.4,22.5,27.2,20.1,69.4,0,0,0,,0,0,19.1,11.2,307.6,1013.3,34.6,3.1,225,19.4,8,10,2022-11-08T05:44:44,2022-11-08T16:55:29,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,09-11-2022,30,21.2,25.7,31.9,21.2,26.3,19.7,71.1,0,0,0,,0,0,14.4,13,16.1,1013.3,33.4,3.3,225.1,19.4,8,10,2022-11-09T05:45:19,2022-11-09T16:55:02,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,10-11-2022,30.4,22,25.9,31.8,22,26.5,19.6,69.2,0,0,0,,0,0,16.9,18.4,11.5,1013.4,39.3,3.3,223.7,19.2,8,10,2022-11-10T05:45:56,2022-11-10T16:54:37,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,11-11-2022,30,21,25.7,30.4,21,25.9,18.3,65.4,0,0,0,,0,0,17.3,11.2,336.9,1013.3,33.6,3.1,219.6,18.9,8,10,2022-11-11T05:46:32,2022-11-11T16:54:13,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,12-11-2022,29.4,21,25.3,30.8,21,25.7,18.6,67.6,0,0,0,,0,0,18.7,14.8,346.5,1013.3,32.2,2.5,220.7,19.1,8,10,2022-11-12T05:47:10,2022-11-12T16:53:51,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,13-11-2022,29,19.8,24.1,28.4,19.8,24,14.9,58.9,0,0,0,,0,0,21.6,16.6,352.1,1013,9.3,3.1,226.9,19.6,8,10,2022-11-13T05:47:47,2022-11-13T16:53:29,0.62,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,14-11-2022,28,18,23.4,27.6,18,23.3,14,57.6,0,0,0,,0,0,19.1,16.6,341.6,1013.2,2.4,3.1,227.7,19.7,8,10,2022-11-14T05:48:25,2022-11-14T16:53:09,0.66,Clear,Clear conditions throughout the day.,clear-day,"VECC,42809099999"
kolkata,15-11-2022,29,19,23.9,29.1,19,23.9,15.2,59.2,0,0,0,,0,0,17.6,14.8,335,1012.3,3.5,3,223.8,19.2,8,10,2022-11-15T05:49:03,2022-11-15T16:52:51,0.7,Clear,Clear conditions throughout the day.,clear-day,VECC
kolkata,16-11-2022,29,19,23.8,28.5,19,23.8,15.3,60.7,0,0,0,,0,0,16.9,13,345.9,1011.2,0,2.5,222.7,19.1,8,10,2022-11-16T05:49:42,2022-11-16T16:52:34,0.75,Clear,Clear conditions throughout the day.,clear-day,VECC
kolkata,17-11-2022,30,19,24.2,30,19,24.3,14.8,58.1,0,0,0,,0,0,20.5,14.8,5.1,1011.2,0,7.1,220.3,19,8,10,2022-11-17T05:50:21,2022-11-17T16:52:18,0.8,Clear,Clear conditions throughout the day.,clear-day,"VECC,remote"
kolkata,18-11-2022,29.8,19.8,24.3,28.4,19.8,24,9.8,40.8,0,0,0,,0,0,26.6,20.2,357.6,1012.9,16.4,24.1,213.1,18.4,8,10,2022-11-18T05:51:00,2022-11-18T16:52:03,0.85,Clear,Clear conditions throughout the day.,clear-day,
kolkata,19-11-2022,27.3,18.8,22.6,26.7,18.8,22.6,8.9,42,0,0,0,,0,0,31.7,17.3,348.3,1012.6,78.1,24.1,129.5,11.3,6,10,2022-11-19T05:51:40,2022-11-19T16:51:50,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
kolkata,20-11-2022,29.7,18.8,23.8,28.3,18.8,23.5,9.3,41,0,0,0,,0,0,23.8,15.1,347.7,1011.2,60.1,24.1,204.1,17.7,8,10,2022-11-20T05:52:19,2022-11-20T16:51:39,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
kolkata,21-11-2022,30.1,19.5,24.5,28.5,19.5,24.1,8.4,36.8,0,0,0,,0,0,17.3,14.4,348.1,1010.8,6,24.1,211.2,18.2,8,10,2022-11-21T05:52:59,2022-11-21T16:51:28,0.97,Clear,Clear conditions throughout the day.,clear-day,
kolkata,22-11-2022,30,19.3,24.2,28.3,19.3,23.9,7.9,36.4,0,0,0,,0,0,19.8,15.1,353.6,1011,18.5,24.1,247.1,21.3,8,10,2022-11-22T05:53:39,2022-11-22T16:51:20,0.99,Clear,Clear conditions throughout the day.,clear-day,
kolkata,23-11-2022,30.3,19.4,24.5,28.6,19.4,24.1,7.7,35.2,0,0,0,,0,0,18,14.4,342.5,1010.3,4.5,24.1,213.8,18.6,7,10,2022-11-23T05:54:20,2022-11-23T16:51:12,1,Clear,Clear conditions throughout the day.,clear-day,
kolkata,24-11-2022,30.2,19.4,24.3,28.4,19.4,23.9,6,31.7,0,0,0,,0,0,19.8,16.9,340.6,1009.9,0.4,24.1,212.4,18.6,7,10,2022-11-24T05:55:00,2022-11-24T16:51:06,0,Clear,Clear conditions throughout the day.,clear-day,
kolkata,25-11-2022,29.7,18.5,23.7,28,18.5,23.3,4.9,30.2,0,0,0,,0,0,19.8,16.6,340.3,1011.2,0,24.1,213.3,18.6,7,10,2022-11-25T05:55:41,2022-11-25T16:51:02,0.02,Clear,Clear conditions throughout the day.,clear-day,
kolkata,26-11-2022,29.5,18,23.4,28,18,23.2,6.1,33.1,0,0,0,,0,0,19.8,13.3,338.3,1011.5,0,24.1,212.1,18.6,7,10,2022-11-26T05:56:22,2022-11-26T16:50:58,0.04,Clear,Clear conditions throughout the day.,clear-day,
kolkata,27-11-2022,29.6,18.1,23.6,28,18.1,23.3,7.5,36.5,0,0,0,,0,0,18,14.8,335.7,1011.5,0.1,24.1,214.1,18.6,7,10,2022-11-27T05:57:02,2022-11-27T16:50:57,0.08,Clear,Clear conditions throughout the day.,clear-day,
kolkata,28-11-2022,29.2,18,23.3,27.6,18,23,6,34.1,0,0,0,,0,0,19.4,12.2,332.9,1011.5,9.1,24.1,215.5,18.6,7,10,2022-11-28T05:57:43,2022-11-28T16:50:56,0.13,Clear,Clear conditions throughout the day.,clear-day,
kolkata,29-11-2022,29,18.1,23.3,27.5,18.1,23,6.9,35.8,0,0,0,,0,0,15.8,12.2,330,1012.3,11.7,24.1,211.9,18.3,7,10,2022-11-29T05:58:24,2022-11-29T16:50:58,0.19,Clear,Clear conditions throughout the day.,clear-day,
kolkata,30-11-2022,29.4,18.7,23.7,28.1,18.7,23.5,9.3,40.6,0,0,0,,0,0,15.8,10.8,336.5,1011.8,6.3,24.1,207.4,17.9,7,10,2022-11-30T05:59:05,2022-11-30T16:51:00,0.24,Clear,Clear conditions throughout the day.,clear-day,
kolkata,01-12-2022,29.9,19.2,24.2,28.5,19.2,24,9.8,40.8,0,0,0,,0,0,15.5,10.8,346.8,1011.4,0,24.1,206.4,17.9,7,10,2022-12-01T05:59:45,2022-12-01T16:51:04,0.3,Clear,Clear conditions throughout the day.,clear-day,
kolkata,02-12-2022,28,17.1,22,0,0,28.3,15.7,70.6,0,0,0,,,,,10.8,195,1014.1,13.2,2.5,,,,,2022-12-02T06:00:26,2022-12-02T16:51:09,0.35,Clear,,clear-day,
kolkata,03-12-2022,27.9,16.7,21.7,0,0,28.2,15.3,69.7,0.1,0,0,,,,,11.5,221.6,1014.2,9,2.6,,,,,2022-12-03T06:01:06,2022-12-03T16:51:16,0.4,Clear,,clear-day,
kolkata,04-12-2022,27.5,16.2,21.7,0,0,28,15.5,69.7,0,0,0,,,,,9.7,194.3,1014.2,6.4,2.4,,,,,2022-12-04T06:01:46,2022-12-04T16:51:24,0.44,Clear,,clear-day,
kolkata,05-12-2022,27.2,16.2,21.3,0,0,28.2,15.4,71.4,0,0,0,,,,,9.4,236.6,1014,7.5,2.2,,,,,2022-12-05T06:02:26,2022-12-05T16:51:34,0.47,Clear,,clear-day,
kolkata,06-12-2022,27.3,16.2,21.1,0,0,27.9,15.6,73.3,0.1,4.8,2,,,,,9.4,241.4,1014,10.7,2.3,,,,,2022-12-06T06:03:06,2022-12-06T16:51:45,0.49,Clear,,clear-day,
kolkata,07-12-2022,27.5,16.5,21.6,0,0,28.4,15.8,72.2,0,0,0,,,,,9,231.8,1013.8,12.5,2.3,,,,,2022-12-07T06:03:45,2022-12-07T16:51:57,0.5,Clear,,clear-day,
kolkata,08-12-2022,27,16.3,21.1,0,0,28.4,15.8,73.9,0.2,4.8,2,,,,51.8,8.6,195.9,1013.6,15.1,2.3,,,,,2022-12-08T06:04:24,2022-12-08T16:52:10,0.5,Clear,,clear-day,
kolkata,09-12-2022,27,16.5,21.1,0,0,28,15.5,72.9,1.9,4.8,2,,,,,9.4,200.1,1013.4,17,2.3,,,,,2022-12-09T06:05:03,2022-12-09T16:52:25,0.51,Clear,,clear-day,
kolkata,10-12-2022,27.3,16.3,21.2,0,0,28,15.4,72.1,1.8,4.8,2,,,,,9.7,189.3,1013.1,12.5,2.4,,,,,2022-12-10T06:05:41,2022-12-10T16:52:41,0.53,Clear,,clear-day,
kolkata,11-12-2022,27.3,16.9,21.5,0,0,28.9,16.4,75.1,0.3,4.8,2,,,,,10.1,208.5,1013.4,15.4,2.3,,,,,2022-12-11T06:06:18,2022-12-11T16:52:59,0.55,Clear,,clear-day,
kolkata,12-12-2022,26.8,16.9,21.3,0,0,28.8,16.2,75,0.7,0,0,,,,,10.1,234.1,1013.8,12.6,2.4,,,,,2022-12-12T06:06:56,2022-12-12T16:53:18,0.59,Clear,,clear-day,
kolkata,13-12-2022,26.7,16.5,21.1,0,0,28.7,15.4,72.4,0.5,0,0,,,,,14.8,225,1014.6,12.5,2.4,,,,,2022-12-13T06:07:32,2022-12-13T16:53:37,0.62,Clear,,clear-day,
kolkata,14-12-2022,26.4,16.5,20.9,0,0,28.3,15,71.6,0,0,0,,,,,10.1,226.7,1014.8,18.5,2.3,,,,,2022-12-14T06:08:08,2022-12-14T16:53:59,0.67,Clear,,clear-day,
kolkata,15-12-2022,26,15.7,20.3,0,0,27.7,14.9,73.3,0,0,0,,,,,10.8,229.3,1015.3,16,2.2,,,,,2022-12-15T06:08:44,2022-12-15T16:54:21,0.71,Clear,,clear-day,
kolkata,16-12-2022,25.7,15.5,20,0,0,27.4,14.3,72.1,0.3,4.8,2,,,,40.7,10.4,239,1015.9,14,2.3,,,,,2022-12-16T06:09:19,2022-12-16T16:54:44,0.76,Clear,,clear-day,
kolkata,17-11-2021,29,19.4,24.3,29.8,19.4,24.5,18.2,70.9,0,0,0,,0,0,,18.4,5.7,1012.8,5.8,2.9,197.9,17.2,7,,2021-11-17T05:50:30,2021-11-17T16:52:14,0.48,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,18-11-2021,30,18.9,24.1,30.4,18.9,24.3,18,70.7,0,0,0,,0,0,,13,1.1,1011.2,15.9,3.2,205.6,17.7,8,,2021-11-18T05:51:09,2021-11-18T16:52:00,0.5,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,19-11-2021,30,20.1,25.1,30.4,20.1,25.3,18.7,69.6,0,0,0,,0,0,,11.2,19.8,1009.4,17.4,3,200.2,17.1,8,,2021-11-19T05:51:49,2021-11-19T16:51:47,0.5,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,20-11-2021,32,20.7,26,34.9,20.7,26.9,20.3,72,0,0,0,,0,0,,7.6,13.9,1009.5,8.3,2.6,189.6,16.3,7,,2021-11-20T05:52:28,2021-11-20T16:51:36,0.51,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,21-11-2021,31,22.4,26.4,33.7,22.4,27.4,20.8,72.8,0,0,0,,0,0,,9.4,353.3,1010.6,25.9,2.5,158.4,13.7,6,,2021-11-21T05:53:08,2021-11-21T16:51:26,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,22-11-2021,32,22.1,27,35.8,22.1,28.5,21.5,73.1,0,0,0,,0,0,,9.4,152.1,1010.5,16.4,2.4,172,14.7,6,,2021-11-22T05:53:49,2021-11-22T16:51:17,0.54,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,23-11-2021,31,23.9,26.9,35.5,23.9,28.5,21.9,75.2,0,0,0,,0,0,,13,354.9,1010.5,38.8,2.3,171.9,14.7,6,,2021-11-23T05:54:29,2021-11-23T16:51:10,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,24-11-2021,31,21.9,25.3,31.4,21.9,25.4,17.8,64.8,0,0,0,,0,0,,14.8,10.3,1012.1,20.9,3,168.8,14.7,6,,2021-11-24T05:55:10,2021-11-24T16:51:05,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,25-11-2021,31,20,24.6,31.9,20,24.9,18.5,70.5,0,0,0,,0,0,,11.2,29.2,1012.5,23,2.6,170.6,14.7,7,,2021-11-25T05:55:50,2021-11-25T16:51:00,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,26-11-2021,29,20,23.9,29.8,20,24,17.9,70.6,0,0,0,,0,0,,13,27.1,1013,23.7,2.6,165.7,14.2,6,,2021-11-26T05:56:31,2021-11-26T16:50:58,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,27-11-2021,28,18.9,23.1,28.6,18.9,23.1,17.2,71.8,0,0,0,,0,0,,14.8,347.8,1013.8,3.2,2.5,176.4,15.1,7,,2021-11-27T05:57:12,2021-11-27T16:50:56,0.75,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,28-11-2021,29,18.7,23.1,29.5,18.7,23.2,17.6,73.2,0,0,0,,0,0,,14.8,342.9,1014.4,7,2.5,189.6,16.3,7,,2021-11-28T05:57:52,2021-11-28T16:50:56,0.81,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,29-11-2021,29,17.9,23.2,29.5,17.9,23.3,16.8,69.1,0,0,0,,0,0,,18.4,0.1,1014.2,16.1,3,169.1,14.5,6,,2021-11-29T05:58:33,2021-11-29T16:50:58,0.86,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,30-11-2021,29,19,23.3,29.5,19,23.4,17.1,70.2,0,0,0,,0,0,,22.3,359.6,1014,2.9,2.5,187.5,16.2,7,,2021-11-30T05:59:14,2021-11-30T16:51:01,0.91,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,01-12-2021,29,18.6,23.3,29.5,18.6,23.4,17.2,70.2,0,0,0,,0,0,,11.2,351.9,1013.5,4,3.1,194.5,16.7,7,,2021-12-01T05:59:54,2021-12-01T16:51:05,0.95,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,41946099999,42811099999,VECC,42812099999,42809099999"
kolkata,02-12-2021,29,19.2,23.8,29.1,19.2,23.9,17.4,69.7,0,0,0,,0,0,,9.4,349.4,1013.2,8.9,2.8,198.8,17,7,,2021-12-02T06:00:35,2021-12-02T16:51:11,0.98,Clear,Clear conditions throughout the day.,clear-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,03-12-2021,29,18,23.6,29.8,18,23.9,18.3,73.9,0,0,0,,0,0,,9.4,26.9,1014.1,47.7,2.8,133,11.5,5,,2021-12-03T06:01:15,2021-12-03T16:51:18,1,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,04-12-2021,24,20.9,22.2,24,20.9,22.2,19.7,86.2,1.732,100,16.67,rain,0,0,,9.4,17.5,1014.1,88,2.1,63.4,5.5,2,,2021-12-04T06:01:55,2021-12-04T16:51:26,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,05-12-2021,23,20.8,21.7,23,20.8,21.7,20.1,90.4,31.051,100,25,rain,0,0,,14.8,35.8,1013.8,99.5,1.8,90.7,7.8,4,,2021-12-05T06:02:35,2021-12-05T16:51:36,0.01,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,06-12-2021,23,21.4,22.2,23,21.4,22.2,20.9,92.2,63.257,100,20.83,rain,0,0,,20.5,33.2,1011.2,100,2.4,162.5,14.1,6,,2021-12-06T06:03:15,2021-12-06T16:51:47,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,07-12-2021,26,20.6,23.1,26,20.6,23.1,21.3,89.8,0,0,0,,0,0,,16.6,347.5,1013.1,70.8,2.7,169.7,14.6,6,,2021-12-07T06:03:54,2021-12-07T16:52:00,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,08-12-2021,28,19.8,23.2,31.3,19.8,23.6,20.7,86.5,0.005,100,4.17,rain,0,0,,14.8,29.3,1015.2,44.7,2.2,177.7,15.5,7,,2021-12-08T06:04:33,2021-12-08T16:52:14,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
kolkata,09-12-2021,27,20.4,23,28.8,20.4,23.2,20.2,84.6,2.61,100,4.17,rain,0,0,,13,13,1017,78.5,2.4,130.3,11.3,5,,2021-12-09T06:05:11,2021-12-09T16:52:29,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42807099999,42714099999,42811099999,VECC,42812099999,42809099999"
